Date,SDS,SH,SPY,
2015-04-01,85.96,43.06,205.7,
2015-04-02,85.36,42.96,206.44,
2015-04-06,84.12,42.62,207.83,
2015-04-07,84.64,42.74,207.28,
2015-04-08,84.04,42.58,207.98,
2015-04-09,83.36,42.42,208.9,
2015-04-10,82.44,42.18,210.04,
2015-04-13,83.12,42.37,209.09,
2015-04-14,82.88,42.28,209.49,
2015-04-15,82.04,42.08,210.43,
2015-04-16,82.16,42.1,210.37,
2015-04-17,84,42.6,207.95,
2015-04-20,82.52,42.22,209.85,
2015-04-21,82.64,42.26,209.6,
2015-04-22,81.88,42.06,210.63,
2015-04-23,81.44,41.96,211.16,
2015-04-24,81.12,41.82,211.65,
2015-04-27,81.72,42,210.77,
2015-04-28,81.2,41.88,211.44,
2015-04-29,81.88,42.06,210.57,
2015-04-30,83.56,42.44,208.46,
2015-05-01,81.8,42.04,210.72,
2015-05-04,81.2,41.9,211.32,
2015-05-05,83.12,42.34,208.9,
2015-05-06,83.76,42.52,208.04,
2015-05-07,83.16,42.38,208.87,
2015-05-08,80.96,41.84,211.62,
2015-05-11,81.68,42,210.61,
2015-05-12,82.24,42.12,209.98,
2015-05-13,82.12,42.1,210.02,
2015-05-14,80.48,41.68,212.21,
2015-05-15,80.28,41.64,212.44,
2015-05-18,79.76,41.5,213.1,
2015-05-19,79.88,41.5,213.03,
2015-05-20,80,41.56,212.88,
2015-05-21,79.48,41.44,213.5,
2015-05-22,79.84,41.52,212.99,
2015-05-26,81.48,41.94,210.7,
2015-05-27,80,41.58,212.7,
2015-05-28,80.16,41.6,212.46,
2015-05-29,81.16,41.86,211.14,
2015-06-01,80.88,41.78,211.57,
2015-06-02,81,41.86,211.36,
2015-06-03,80.6,41.72,211.92,
2015-06-04,81.92,42.02,210.13,
2015-06-05,82.2,42.14,209.77,
2015-06-08,83.28,42.4,208.48,
2015-06-09,83.24,42.38,208.45,
2015-06-10,81.24,41.92,210.95,
2015-06-11,80.76,41.74,211.63,
2015-06-12,81.96,42.06,210.01,
2015-06-15,82.72,42.28,209.11,
2015-06-16,81.8,42.04,210.25,
2015-06-17,81.48,41.96,210.59,
2015-06-18,79.88,41.54,212.78,
2015-06-19,80.76,41.78,210.81,
2015-06-22,79.68,41.48,211.89,
2015-06-23,79.6,41.46,212.04,
2015-06-24,80.68,41.74,210.5,
2015-06-25,81.24,41.86,209.86,
2015-06-26,81.28,41.86,209.82,
2015-06-29,84.48,42.76,205.42,
2015-06-30,84.24,42.68,205.85,
2015-07-01,82.92,42.34,207.5,
2015-07-02,83.08,42.38,207.31,
2015-07-06,83.64,42.5,206.72,
2015-07-07,82.56,42.24,208.02,
2015-07-08,85.36,42.94,204.53,
2015-07-09,85,42.86,204.9,
2015-07-10,82.84,42.3,207.48,
2015-07-13,81,41.86,209.77,
2015-07-14,80.32,41.64,210.68,
2015-07-15,80.4,41.68,210.61,
2015-07-16,79.12,41.36,212.3,
2015-07-17,78.96,41.32,212.48,
2015-07-20,78.88,41.26,212.59,
2015-07-21,79.44,41.42,211.75,
2015-07-22,79.8,41.52,211.37,
2015-07-23,80.64,41.76,210.18,
2015-07-24,82.32,42.18,208,
2015-07-27,83.32,42.44,206.79,
2015-07-28,81.32,41.9,209.33,
2015-07-29,80.16,41.62,210.77,
2015-07-30,80.12,41.6,210.82,
2015-07-31,80.4,41.64,210.5,
2015-08-03,80.88,41.8,209.79,
2015-08-04,81.2,41.88,209.38,
2015-08-05,80.6,41.72,210.07,
2015-08-06,81.84,42.04,208.35,
2015-08-07,82.28,42.16,207.95,
2015-08-10,80.24,41.64,210.57,
2015-08-11,81.64,42,208.67,
2015-08-12,81.48,41.96,208.92,
2015-08-13,81.72,42.01,208.66,
2015-08-14,81.04,41.84,209.42,
2015-08-17,80.16,41.64,210.59,
2015-08-18,80.64,41.76,209.98,
2015-08-19,81.92,42.06,208.32,
2015-08-20,85.44,42.96,203.97,
2015-08-21,90.68,44.32,197.83,
2015-08-24,98.16,46.1,189.5,
2015-08-25,100.44,46.62,187.27,
2015-08-26,92.6,44.88,194.46,
2015-08-27,88.08,43.74,199.27,
2015-08-28,88.04,43.72,199.28,
2015-08-31,89.64,44.1,197.67,
2015-09-01,94.96,45.48,191.77,
2015-09-02,91.36,44.58,195.41,
2015-09-03,91.12,44.54,195.55,
2015-09-04,93.88,45.24,192.59,
2015-09-08,89.2,44.04,197.43,
2015-09-09,91.52,44.68,194.79,
2015-09-10,90.52,44.38,195.85,
2015-09-11,89.76,44.2,196.74,
2015-09-14,90.48,44.4,196.01,
2015-09-15,88.16,43.78,198.46,
2015-09-16,86.64,43.42,200.18,
2015-09-17,86.96,43.52,199.73,
2015-09-18,89.96,44.26,195.45,
2015-09-21,88.88,44.02,196.46,
2015-09-22,91.2,44.58,193.91,
2015-09-23,91.48,44.66,193.6,
2015-09-24,92.08,44.8,192.9,
2015-09-25,92.24,44.8,192.85,
2015-09-28,96.88,45.92,188.01,
2015-09-29,96.84,45.9,188.12,
2015-09-30,93.12,45.02,191.63,
2015-10-01,92.64,44.96,192.13,
2015-10-02,89.88,44.28,195,
2015-10-05,86.6,43.48,198.47,
2015-10-06,87.2,43.62,197.79,
2015-10-07,85.76,43.22,199.41,
2015-10-08,84.32,42.84,201.21,
2015-10-09,84.12,42.8,201.33,
2015-10-12,84,42.74,201.52,
2015-10-13,85.04,43.04,200.25,
2015-10-14,85.88,43.26,199.29,
2015-10-15,83.28,42.6,202.35,
2015-10-16,82.56,42.44,203.27,
2015-10-19,82.4,42.36,203.37,
2015-10-20,82.6,42.42,203.11,
2015-10-21,83.68,42.72,201.85,
2015-10-22,80.8,41.96,205.26,
2015-10-23,78.96,41.48,207.51,
2015-10-26,79.4,41.6,207,
2015-10-27,79.68,41.7,206.6,
2015-10-28,77.84,41.24,208.95,
2015-10-29,77.88,41.2,208.83,
2015-10-30,78.68,41.4,207.93,
2015-11-02,76.8,40.94,210.39,
2015-11-03,76.32,40.82,211,
2015-11-04,76.72,40.92,210.36,
2015-11-05,76.96,40.96,210.15,
2015-11-06,77,40.96,210.04,
2015-11-09,78.44,41.34,208.08,
2015-11-10,78.16,41.28,208.56,
2015-11-11,78.76,41.42,207.74,
2015-11-12,80.84,41.98,204.84,
2015-11-13,82.67,42.44,202.54,
2015-11-16,80.2,41.84,205.62,
2015-11-17,80.4,41.9,205.47,
2015-11-18,77.72,41.16,208.73,
2015-11-19,77.88,41.22,208.55,
2015-11-20,77.24,41.04,209.31,
2015-11-23,77.52,41.1,209.07,
2015-11-24,77.2,41.08,209.35,
2015-11-25,77.32,41.06,209.32,
2015-11-27,77.08,41.02,209.56,
2015-11-30,77.72,41.18,208.69,
2015-12-01,76.2,40.76,210.68,
2015-12-02,77.84,41.2,208.53,
2015-12-03,80,41.76,205.61,
2015-12-04,76.84,40.96,209.62,
2015-12-07,77.76,41.18,208.35,
2015-12-08,78.76,41.5,206.95,
2015-12-09,80.08,41.8,205.34,
2015-12-10,79.64,41.7,205.87,
2015-12-11,82.72,42.5,201.88,
2015-12-14,81.8,42.28,202.9,
2015-12-15,80.16,41.82,205.03,
2015-12-16,77.8,41.26,208.03,
2015-12-17,80.16,41.86,204.86,
2015-12-18,83.04,42.6,200.02,
2015-12-21,81.68,42.26,201.67,
2015-12-22,80.16,41.9,203.5,
2015-12-23,78.28,41.38,206.02,
2015-12-24,78.6,41.48,205.68,
2015-12-28,78.84,41.52,205.21,
2015-12-29,77.2,41.08,207.4,
2015-12-30,78.16,41.34,205.93,
2015-12-31,79.72,41.74,203.87,
2016-01-04,82,42.38,201.02,
2016-01-05,81.76,42.26,201.36,
2016-01-06,83.84,42.86,198.82,
2016-01-07,87.88,43.84,194.05,
2016-01-08,89.84,44.32,191.92,
2016-01-11,89.68,44.32,192.11,
2016-01-12,88.2,43.88,193.66,
2016-01-13,92.6,45.06,188.83,
2016-01-14,89.52,44.28,191.93,
2016-01-15,93.32,45.2,187.81,
2016-01-19,93.2,45.18,188.06,
2016-01-20,95.36,45.74,185.65,
2016-01-21,94.4,45.52,186.69,
2016-01-22,90.64,44.58,190.52,
2016-01-25,93.28,45.26,187.64,
2016-01-26,90.68,44.58,190.2,
2016-01-27,92.68,45.06,188.13,
2016-01-28,91.72,44.86,189.11,
2016-01-29,87.44,43.8,193.72,
2016-02-01,87.32,43.82,193.65,
2016-02-02,90.36,44.6,190.16,
2016-02-03,89.48,44.28,191.3,
2016-02-04,89.12,44.26,191.6,
2016-02-05,92.6,45.08,187.95,
2016-02-08,95.04,45.74,185.42,
2016-02-09,95,45.7,185.43,
2016-02-10,95.2,45.7,185.27,
2016-02-11,97.64,46.26,182.86,
2016-02-12,93.64,45.36,186.63,
2016-02-16,90.6,44.62,189.78,
2016-02-17,87.56,43.84,192.88,
2016-02-18,88.24,44.04,192.09,
2016-02-19,88.32,44.1,192,
2016-02-22,85.76,43.38,194.78,
2016-02-23,87.8,43.98,192.32,
2016-02-24,87.12,43.76,193.2,
2016-02-25,85.12,43.2,195.54,
2016-02-26,85.32,43.3,195.09,
2016-02-29,86.92,43.7,193.56,
2016-03-01,82.52,42.62,198.11,
2016-03-02,81.96,42.44,199,
2016-03-03,81.36,42.28,199.78,
2016-03-04,80.84,42.18,200.43,
2016-03-07,80.64,42.12,200.59,
2016-03-08,82.28,42.6,198.4,
2016-03-09,81.48,42.36,199.38,
2016-03-10,81.52,42.32,199.54,
2016-03-11,78.76,41.64,202.76,
2016-03-14,78.96,41.68,202.5,
2016-03-15,79.2,41.76,202.17,
2016-03-16,78.24,41.52,203.34,
2016-03-17,77.32,41.26,204.63,
2016-03-18,76.68,41.1,204.38,
2016-03-21,76.48,41.04,204.67,
2016-03-22,76.52,41.06,204.56,
2016-03-23,77.52,41.3,203.21,
2016-03-24,77.64,41.32,203.12,
2016-03-28,77.56,41.28,203.24,
2016-03-29,76.04,40.94,205.12,
2016-03-30,75.44,40.76,206.02,
2016-03-31,75.8,40.82,205.52,
2016-04-01,74.72,40.6,206.92,
2016-04-04,75.28,40.74,206.25,
2016-04-05,76.76,41.08,204.19,
2016-04-06,75.08,40.66,206.42,
2016-04-07,76.92,41.14,203.95,
2016-04-08,76.44,41.02,204.5,
2016-04-11,76.92,41.12,204.02,
2016-04-12,75.4,40.76,205.92,
2016-04-13,73.88,40.34,208,
2016-04-14,73.84,40.34,208.01,
2016-04-15,74.04,40.38,207.78,
2016-04-18,73,40.08,209.24,
2016-04-19,72.6,39.98,209.9,
2016-04-20,72.44,39.96,210.1,
2016-04-21,73.16,40.12,208.97,
2016-04-22,73.12,40.1,208.97,
2016-04-25,73.4,40.22,208.61,
2016-04-26,73.16,40.12,208.92,
2016-04-27,72.88,40.04,209.35,
2016-04-28,74.2,40.44,207.45,
2016-04-29,74.88,40.62,206.33,
2016-05-02,73.84,40.3,207.97,
2016-05-03,75.08,40.67,206.16,
2016-05-04,75.92,40.88,205.01,
2016-05-05,75.96,40.9,204.97,
2016-05-06,75.44,40.76,205.72,
2016-05-09,75.36,40.74,205.89,
2016-05-10,73.44,40.24,208.45,
2016-05-11,74.72,40.6,206.5,
2016-05-12,74.72,40.62,206.56,
2016-05-13,76.08,40.96,204.76,
2016-05-16,74.6,40.54,206.78,
2016-05-17,75.92,40.92,204.85,
2016-05-18,75.84,40.86,204.91,
2016-05-19,76.48,41.02,204.2,
2016-05-20,75.48,40.74,205.49,
2016-05-23,75.68,40.86,205.21,
2016-05-24,73.72,40.28,207.87,
2016-05-25,72.72,40.02,209.28,
2016-05-26,72.56,40.04,209.34,
2016-05-27,72.04,39.86,210.24,
2016-05-31,72.28,39.86,209.84,
2016-06-01,71.96,39.82,210.27,
2016-06-02,71.64,39.72,210.91,
2016-06-03,72,39.82,210.28,
2016-06-06,71.28,39.62,211.35,
2016-06-07,71.04,39.56,211.68,
2016-06-08,70.6,39.42,212.37,
2016-06-09,70.76,39.54,212.08,
2016-06-10,72.08,39.84,210.07,
2016-06-13,73.24,40.12,208.45,
2016-06-14,73.52,40.26,208.04,
2016-06-15,73.72,40.28,207.75,
2016-06-16,73.24,40.16,208.37,
2016-06-17,73.8,40.28,206.52,
2016-06-20,72.88,40.04,207.85,
2016-06-21,72.44,39.94,208.44,
2016-06-22,72.76,40.06,208.1,
2016-06-23,70.84,39.5,210.81,
2016-06-24,75.8,40.94,203.13,
2016-06-27,78.64,41.65,199.6,
2016-06-28,75.84,40.88,203.2,
2016-06-29,73.16,40.18,206.66,
2016-06-30,71.24,39.66,209.48,
2016-07-01,70.92,39.57,209.92,
2016-07-05,71.88,39.85,208.41,
2016-07-06,71.08,39.61,209.66,
2016-07-07,71.16,39.61,209.53,
2016-07-08,69.08,39.02,212.65,
2016-07-11,68.6,38.89,213.4,
2016-07-12,67.6,38.65,214.95,
2016-07-13,67.56,38.63,214.92,
2016-07-14,66.88,38.44,216.12,
2016-07-15,66.96,38.44,215.83,
2016-07-18,66.64,38.36,216.41,
2016-07-19,66.76,38.4,216.19,
2016-07-20,66.2,38.21,217.09,
2016-07-21,66.72,38.37,216.27,
2016-07-22,66.08,38.21,217.24,
2016-07-25,66.44,38.3,216.65,
2016-07-26,66.44,38.29,216.75,
2016-07-27,66.52,38.33,216.52,
2016-07-28,66.36,38.27,216.77,
2016-07-29,66.24,38.2,217.12,
2016-08-01,66.28,38.28,216.94,
2016-08-02,67.12,38.49,215.55,
2016-08-03,66.76,38.36,216.18,
2016-08-04,66.6,38.35,216.41,
2016-08-05,65.52,38.03,218.18,
2016-08-08,65.56,38.06,218.05,
2016-08-09,65.48,38.05,218.18,
2016-08-10,65.8,38.13,217.64,
2016-08-11,65.2,37.93,218.65,
2016-08-12,65.32,37.97,218.46,
2016-08-15,64.92,37.86,219.09,
2016-08-16,65.56,38.04,217.96,
2016-08-17,65.4,38.01,218.37,
2016-08-18,65.04,37.88,218.86,
2016-08-19,65.24,37.94,218.54,
2016-08-22,65.32,37.96,218.53,
2016-08-23,65.04,37.89,218.97,
2016-08-24,65.64,38.07,217.85,
2016-08-25,65.76,38.12,217.7,
2016-08-26,66.04,38.17,217.29,
2016-08-29,65.4,37.98,218.36,
2016-08-30,65.56,38.05,218,
2016-08-31,66,38.18,217.38,
2016-09-01,65.92,38.18,217.39,
2016-09-02,65.32,37.96,218.37,
2016-09-06,65,37.86,219.03,
2016-09-07,64.92,37.85,219.01,
2016-09-08,65.28,37.94,218.51,
2016-09-09,68.36,38.86,213.28,
2016-09-12,66.44,38.32,216.34,
2016-09-13,68.28,38.83,213.23,
2016-09-14,68.36,38.86,213.15,
2016-09-15,67.08,38.46,215.28,
2016-09-16,67.64,38.64,213.37,
2016-09-19,67.48,38.63,213.41,
2016-09-20,67.48,38.62,213.42,
2016-09-21,66.04,38.21,215.82,
2016-09-22,65.16,37.93,217.18,
2016-09-23,65.88,38.14,215.99,
2016-09-26,66.96,38.47,214.24,
2016-09-27,66.12,38.25,215.57,
2016-09-28,65.4,38.01,216.64,
2016-09-29,66.6,38.36,214.68,
2016-09-30,65.56,38.07,216.3,
2016-10-03,66,38.21,215.78,
2016-10-04,66.56,38.37,214.68,
2016-10-05,66,38.2,215.63,
2016-10-06,65.92,38.16,215.78,
2016-10-07,66.36,38.29,215.04,
2016-10-10,65.72,38.1,216.16,
2016-10-11,67.32,38.57,213.43,
2016-10-12,67.2,38.53,213.71,
2016-10-13,67.6,38.66,213.01,
2016-10-14,67.56,38.63,213.12,
2016-10-17,68,38.75,212.38,
2016-10-18,67.12,38.53,213.71,
2016-10-19,66.88,38.43,214.28,
2016-10-20,67.08,38.5,213.88,
2016-10-21,67.04,38.49,213.98,
2016-10-24,66.48,38.33,214.89,
2016-10-25,66.84,38.43,214.17,
2016-10-26,67.16,38.52,213.74,
2016-10-27,67.48,38.63,213.17,
2016-10-28,67.88,38.74,212.54,
2016-10-31,67.96,38.73,212.55,
2016-11-01,68.84,39.03,211.01,
2016-11-02,69.72,39.24,209.74,
2016-11-03,70.32,39.4,208.78,
2016-11-04,70.52,39.48,208.55,
2016-11-07,67.44,38.61,213.15,
2016-11-08,66.76,38.4,214.11,
2016-11-09,65.32,38.01,216.38,
2016-11-10,65.04,37.94,216.92,
2016-11-11,65.28,37.99,216.42,
2016-11-14,65.28,37.97,216.59,
2016-11-15,64.28,37.66,218.28,
2016-11-16,64.44,37.73,217.87,
2016-11-17,63.84,37.55,218.99,
2016-11-18,64.08,37.65,218.5,
2016-11-21,63.12,37.37,220.15,
2016-11-22,62.92,37.3,220.58,
2016-11-23,62.84,37.25,220.7,
2016-11-25,62.28,37.12,221.52,
2016-11-28,62.92,37.28,220.48,
2016-11-29,62.68,37.23,220.91,
2016-11-30,63,37.31,220.38,
2016-12-01,63.48,37.45,219.57,
2016-12-02,63.44,37.43,219.68,
2016-12-05,62.64,37.21,221,
2016-12-06,62.2,37.1,221.7,
2016-12-07,60.6,36.62,224.6,
2016-12-08,60.32,36.53,225.15,
2016-12-09,59.56,36.28,226.51,
2016-12-12,59.72,36.34,226.25,
2016-12-13,58.92,36.1,227.76,
2016-12-14,59.84,36.38,225.88,
2016-12-15,59.4,36.24,226.81,
2016-12-16,59.56,36.29,225.04,
2016-12-19,59.4,36.24,225.53,
2016-12-20,58.92,36.1,226.4,
2016-12-21,59.2,36.18,225.77,
2016-12-22,59.4,36.24,225.38,
2016-12-23,59.32,36.2,225.71,
2016-12-27,58.96,36.11,226.27,
2016-12-28,59.92,36.42,224.4,
2016-12-29,60,36.42,224.35,
2016-12-30,60.44,36.54,223.53,
2017-01-03,59.52,36.29,225.24,
2017-01-04,58.84,36.08,226.58,
2017-01-05,58.88,36.1,226.4,
2017-01-06,58.44,35.94,227.21,
2017-01-09,58.8,36.06,226.46,
2017-01-10,58.84,36.07,226.46,
2017-01-11,58.56,35.98,227.1,
2017-01-12,58.8,36.07,226.53,
2017-01-13,58.56,36,227.05,
2017-01-17,59,36.11,226.25,
2017-01-18,58.72,36.03,226.75,
2017-01-19,59.16,36.15,225.91,
2017-01-20,58.8,36.04,226.74,
2017-01-23,59.04,36.13,226.15,
2017-01-24,58.32,35.91,227.6,
2017-01-25,57.32,35.59,229.57,
2017-01-26,57.4,35.62,229.33,
2017-01-27,57.52,35.68,228.97,
2017-01-30,58.2,35.89,227.55,
2017-01-31,58.32,35.89,227.53,
2017-02-01,58.28,35.91,227.62,
2017-02-02,58.2,35.88,227.77,
2017-02-03,57.36,35.62,229.34,
2017-02-06,57.6,35.69,228.93,
2017-02-07,57.56,35.69,228.94,
2017-02-08,57.44,35.63,229.24,
2017-02-09,56.76,35.42,230.6,
2017-02-10,56.32,35.3,231.51,
2017-02-13,55.68,35.12,232.77,
2017-02-14,55.24,34.95,233.7,
2017-02-15,54.72,34.79,234.92,
2017-02-16,54.84,34.81,234.72,
2017-02-17,54.64,34.76,235.09,
2017-02-21,54,34.54,236.49,
2017-02-22,54.04,34.57,236.28,
2017-02-23,54,34.56,236.44,
2017-02-24,53.88,34.5,236.74,
2017-02-27,53.64,34.44,237.11,
2017-02-28,53.96,34.55,236.47,
2017-03-01,52.48,34.06,239.78,
2017-03-02,53.08,34.27,238.27,
2017-03-03,53.04,34.26,238.42,
2017-03-06,53.4,34.34,237.71,
2017-03-07,53.68,34.45,237,
2017-03-08,53.92,34.54,236.56,
2017-03-09,53.8,34.5,236.86,
2017-03-10,53.4,34.37,237.69,
2017-03-13,53.36,34.34,237.81,
2017-03-14,53.72,34.47,236.9,
2017-03-15,52.84,34.18,238.95,
2017-03-16,53,34.25,238.48,
2017-03-17,53.2,34.31,237.03,
2017-03-20,53.39,34.35,236.77,
2017-03-21,54.68,34.77,233.73,
2017-03-22,54.48,34.72,234.28,
2017-03-23,54.6,34.74,234.03,
2017-03-24,54.72,34.75,233.86,
2017-03-27,54.8,34.81,233.62,
2017-03-28,54,34.56,235.32,
2017-03-29,53.88,34.52,235.54,
2017-03-30,53.56,34.41,236.29,
2017-03-31,53.8,34.49,235.74,
2017-04-03,53.96,34.54,235.33,
2017-04-04,53.92,34.53,235.48,
2017-04-05,54.24,34.63,234.78,
2017-04-06,53.96,34.56,235.44,
2017-04-07,54.08,34.58,235.2,
2017-04-10,54.04,34.57,235.34,
2017-04-11,54.12,34.59,235.06,
2017-04-12,54.64,34.75,234.03,
2017-04-13,55.28,34.98,232.51,
2017-04-17,54.36,34.67,234.57,
2017-04-18,54.72,34.77,233.87,
2017-04-19,54.92,34.83,233.44,
2017-04-20,54.12,34.58,235.34,
2017-04-21,54.36,34.67,234.59,
2017-04-24,53.16,34.31,237.17,
2017-04-25,52.52,34.09,238.55,
2017-04-26,52.6,34.1,238.4,
2017-04-27,52.52,34.09,238.6,
2017-04-28,52.76,34.17,238.08,
2017-05-01,52.48,34.08,238.68,
2017-05-02,52.52,34.06,238.77,
2017-05-03,52.6,34.11,238.48,
2017-05-04,52.52,34.07,238.76,
2017-05-05,52.08,33.94,239.7,
2017-05-08,52.08,33.93,239.66,
2017-05-09,52.16,33.98,239.44,
2017-05-10,52.04,33.92,239.87,
2017-05-11,52.24,33.99,239.38,
2017-05-12,52.4,34.04,238.98,
2017-05-15,51.8,33.87,240.3,
2017-05-16,51.92,33.89,240.08,
2017-05-17,53.76,34.49,235.82,
2017-05-18,53.4,34.37,236.77,
2017-05-19,52.64,34.14,238.31,
2017-05-22,52.12,33.96,239.52,
2017-05-23,51.92,33.9,240.05,
2017-05-24,51.68,33.81,240.61,
2017-05-25,51.24,33.65,241.76,
2017-05-26,51.2,33.66,241.71,
2017-05-30,51.28,33.67,241.5,
2017-05-31,51.32,33.7,241.44,
2017-06-01,50.52,33.44,243.36,
2017-06-02,50.24,33.32,244.17,
2017-06-05,50.24,33.34,243.99,
2017-06-06,50.56,33.44,243.21,
2017-06-07,50.44,33.39,243.66,
2017-06-08,50.44,33.37,243.78,
2017-06-09,50.44,33.42,243.41,
2017-06-12,50.6,33.43,243.36,
2017-06-13,50.04,33.28,244.55,
2017-06-14,50.2,33.32,244.24,
2017-06-15,50.4,33.39,243.77,
2017-06-16,50.36,33.38,242.64,
2017-06-19,49.52,33.1,244.66,
2017-06-20,50.2,33.32,243.01,
2017-06-21,50.24,33.35,242.95,
2017-06-22,50.32,33.36,242.84,
2017-06-23,50.16,33.32,243.13,
2017-06-26,50.16,33.31,243.29,
2017-06-27,50.88,33.55,241.33,
2017-06-28,50.04,33.28,243.49,
2017-06-29,50.84,33.56,241.35,
2017-06-30,50.72,33.5,241.8,
2017-07-03,50.52,33.43,242.21,
2017-07-05,50.36,33.38,242.77,
2017-07-06,51.24,33.67,240.55,
2017-07-07,50.56,33.46,242.11,
2017-07-10,50.48,33.43,242.37,
2017-07-11,50.56,33.45,242.19,
2017-07-12,49.8,33.2,244.01,
2017-07-13,49.68,33.14,244.42,
2017-07-14,49.2,33,245.56,
2017-07-17,49.2,33,245.53,
2017-07-18,49.14,32.99,245.66,
2017-07-19,48.64,32.8,246.99,
2017-07-20,48.59,32.81,247.1,
2017-07-21,48.67,32.82,246.88,
2017-07-24,48.69,32.83,246.82,
2017-07-25,48.48,32.75,247.42,
2017-07-26,48.46,32.75,247.43,
2017-07-27,48.58,32.79,247.2,
2017-07-28,48.69,32.84,246.91,
2017-07-31,48.76,32.86,246.77,
2017-08-01,48.54,32.79,247.32,
2017-08-02,48.5,32.76,247.44,
2017-08-03,48.67,32.82,246.96,
2017-08-04,48.51,32.78,247.41,
2017-08-07,48.36,32.73,247.87,
2017-08-08,48.56,32.8,247.26,
2017-08-09,48.6,32.8,247.25,
2017-08-10,49.98,33.25,243.76,
2017-08-11,49.82,33.23,244.12,
2017-08-14,48.87,32.89,246.54,
2017-08-15,48.87,32.89,246.51,
2017-08-16,48.72,32.85,246.94,
2017-08-17,50.21,33.35,243.09,
2017-08-18,50.4,33.41,242.71,
2017-08-21,50.31,33.39,242.9,
2017-08-22,49.27,33.05,245.44,
2017-08-23,49.63,33.18,244.56,
2017-08-24,49.85,33.23,243.99,
2017-08-25,49.64,33.18,244.56,
2017-08-28,49.64,33.17,244.57,
2017-08-29,49.53,33.14,244.85,
2017-08-30,49.06,32.96,246.01,
2017-08-31,48.5,32.79,247.49,
2017-09-01,48.35,32.71,247.84,
2017-09-05,49.03,32.97,246.06,
2017-09-06,48.71,32.85,246.9,
2017-09-07,48.72,32.86,246.87,
2017-09-08,48.86,32.9,246.58,
2017-09-11,47.83,32.56,249.21,
2017-09-12,47.5,32.45,250.05,
2017-09-13,47.44,32.42,250.17,
2017-09-14,47.48,32.44,250.09,
2017-09-15,47.35,32.39,249.19,
2017-09-18,47.19,32.35,249.72,
2017-09-19,47.1,32.3,249.97,
2017-09-20,47.06,32.3,250.06,
2017-09-21,47.3,32.38,249.39,
2017-09-22,47.31,32.37,249.44,
2017-09-25,47.49,32.43,248.93,
2017-09-26,47.44,32.42,249.08,
2017-09-27,47.09,32.31,250.05,
2017-09-28,46.99,32.27,250.35,
2017-09-29,46.65,32.17,251.23,
2017-10-02,46.27,32.01,252.32,
2017-10-03,46.05,31.96,252.86,
2017-10-04,45.94,31.92,253.16,
2017-10-05,45.43,31.72,254.66,
2017-10-06,45.5,31.76,254.37,
2017-10-09,45.68,31.81,253.95,
2017-10-10,45.45,31.74,254.62,
2017-10-11,45.3,31.68,255.02,
2017-10-12,45.46,31.74,254.64,
2017-10-13,45.36,31.7,254.95,
2017-10-16,45.22,31.65,255.29,
2017-10-17,45.17,31.64,255.47,
2017-10-18,45.09,31.62,255.72,
2017-10-19,45.05,31.61,255.79,
2017-10-20,44.6,31.44,257.11,
2017-10-23,44.94,31.56,256.11,
2017-10-24,44.8,31.52,256.56,
2017-10-25,45.23,31.66,255.29,
2017-10-26,45.12,31.63,255.62,
2017-10-27,44.4,31.37,257.71,
2017-10-30,44.7,31.49,256.75,
2017-10-31,44.6,31.44,257.15,
2017-11-01,44.47,31.41,257.49,
2017-11-02,44.43,31.39,257.59,
2017-11-03,44.16,31.3,258.45,
2017-11-06,44.03,31.25,258.85,
2017-11-07,44.07,31.27,258.67,
2017-11-08,43.92,31.22,259.11,
2017-11-09,44.26,31.33,258.17,
2017-11-10,44.31,31.35,258.09,
2017-11-13,44.22,31.32,258.33,
2017-11-14,44.43,31.38,257.73,
2017-11-15,44.89,31.55,256.44,
2017-11-16,44.13,31.28,258.62,
2017-11-17,44.37,31.37,257.86,
2017-11-20,44.25,31.33,258.3,
2017-11-21,43.67,31.11,259.99,
2017-11-22,43.76,31.14,259.76,
2017-11-24,43.56,31.09,260.36,
2017-11-27,43.61,31.09,260.23,
2017-11-28,42.72,30.79,262.87,
2017-11-29,42.78,30.8,262.71,
2017-11-30,42.07,30.55,265.01,
2017-12-01,42.23,30.6,264.46,
2017-12-04,42.34,30.65,264.14,
2017-12-05,42.63,30.75,263.19,
2017-12-06,42.62,30.75,263.24,
2017-12-07,42.36,30.65,264.07,
2017-12-08,41.92,30.49,265.51,
2017-12-11,41.64,30.39,266.31,
2017-12-12,41.5,30.34,266.78,
2017-12-13,41.51,30.35,266.75,
2017-12-14,41.87,30.48,265.66,
2017-12-15,41.17,30.22,266.51,
2017-12-18,40.67,30.04,268.2,
2017-12-19,40.97,30.15,267.17,
2017-12-20,41.01,30.17,267.03,
2017-12-21,40.88,30.12,267.58,
2017-12-22,40.9,30.13,267.51,
2017-12-26,40.97,30.15,267.19,
2017-12-27,40.92,30.13,267.32,
2017-12-28,40.77,30.07,267.87,
2017-12-29,41.05,30.18,266.86,
2018-01-02,40.49,29.97,268.77,
2018-01-03,39.99,29.78,270.47,
2018-01-04,39.65,29.66,271.61,
2018-01-05,39.14,29.45,273.42,
2018-01-08,39,29.41,273.92,
2018-01-09,38.83,29.36,274.54,
2018-01-10,38.97,29.4,274.12,
2018-01-11,38.41,29.19,276.12,
2018-01-12,37.91,29.01,277.92,
